name;station;date;rain_mm
Oslo - Blindern;SN18700;05.09.1980;0
Oslo - Blindern;SN18700;06.09.1980;0,7
Oslo - Blindern;SN18700;07.09.1980;0,4
Oslo - Blindern;SN18700;08.09.1980;0
Oslo - Blindern;SN18700;09.09.1980;0
Oslo - Blindern;SN18700;10.09.1980;0
Oslo - Blindern;SN18700;11.09.1980;0
Oslo - Blindern;SN18700;12.09.1980;0
Oslo - Blindern;SN18700;13.09.1980;11,7
Oslo - Blindern;SN18700;14.09.1980;2,5
Oslo - Blindern;SN18700;15.09.1980;2
Oslo - Blindern;SN18700;16.09.1980;0
Oslo - Blindern;SN18700;17.09.1980;6,1
Oslo - Blindern;SN18700;18.09.1980;27,3
Oslo - Blindern;SN18700;19.09.1980;0
Oslo - Blindern;SN18700;20.09.1980;0,8
Oslo - Blindern;SN18700;21.09.1980;8,3
Oslo - Blindern;SN18700;22.09.1980;0
Oslo - Blindern;SN18700;23.09.1980;0
Oslo - Blindern;SN18700;24.09.1980;0
Oslo - Blindern;SN18700;25.09.1980;6,1
Oslo - Blindern;SN18700;26.09.1980;0,1
Oslo - Blindern;SN18700;27.09.1980;0
Oslo - Blindern;SN18700;28.09.1980;0
Oslo - Blindern;SN18700;29.09.1980;5,7
Oslo - Blindern;SN18700;30.09.1980;0,6
Oslo - Blindern;SN18700;01.10.1980;0
Oslo - Blindern;SN18700;02.10.1980;0
Oslo - Blindern;SN18700;03.10.1980;0
Oslo - Blindern;SN18700;04.10.1980;0
Oslo - Blindern;SN18700;05.10.1980;3,7
Oslo - Blindern;SN18700;06.10.1980;6,9
Oslo - Blindern;SN18700;07.10.1980;18,3
Oslo - Blindern;SN18700;08.10.1980;13,4
Oslo - Blindern;SN18700;09.10.1980;0,2
Oslo - Blindern;SN18700;10.10.1980;3,2
Oslo - Blindern;SN18700;11.10.1980;0,5
Oslo - Blindern;SN18700;12.10.1980;0
Oslo - Blindern;SN18700;13.10.1980;0
Oslo - Blindern;SN18700;14.10.1980;0
Oslo - Blindern;SN18700;15.10.1980;0
Oslo - Blindern;SN18700;16.10.1980;0
Oslo - Blindern;SN18700;17.10.1980;4,6
Oslo - Blindern;SN18700;18.10.1980;30,8
Oslo - Blindern;SN18700;19.10.1980;10,1
Oslo - Blindern;SN18700;20.10.1980;0,9
Oslo - Blindern;SN18700;21.10.1980;0
Oslo - Blindern;SN18700;22.10.1980;0
Oslo - Blindern;SN18700;23.10.1980;0
Oslo - Blindern;SN18700;24.10.1980;4,2
Oslo - Blindern;SN18700;25.10.1980;5,9
Oslo - Blindern;SN18700;26.10.1980;0
Oslo - Blindern;SN18700;27.10.1980;1,7
Oslo - Blindern;SN18700;28.10.1980;9,6
Oslo - Blindern;SN18700;29.10.1980;0,6
Oslo - Blindern;SN18700;30.10.1980;0
Oslo - Blindern;SN18700;31.10.1980;0
Oslo - Blindern;SN18700;01.11.1980;0
Oslo - Blindern;SN18700;02.11.1980;0
Oslo - Blindern;SN18700;03.11.1980;0
Oslo - Blindern;SN18700;04.11.1980;0
Oslo - Blindern;SN18700;05.11.1980;0
Oslo - Blindern;SN18700;06.11.1980;0
Oslo - Blindern;SN18700;07.11.1980;0
Oslo - Blindern;SN18700;08.11.1980;0
Oslo - Blindern;SN18700;09.11.1980;0
Oslo - Blindern;SN18700;10.11.1980;0
Oslo - Blindern;SN18700;11.11.1980;0
Oslo - Blindern;SN18700;12.11.1980;2,5
Oslo - Blindern;SN18700;13.11.1980;0
Oslo - Blindern;SN18700;14.11.1980;6,7
Oslo - Blindern;SN18700;15.11.1980;0
Oslo - Blindern;SN18700;16.11.1980;1,4
Oslo - Blindern;SN18700;17.11.1980;0
Oslo - Blindern;SN18700;18.11.1980;5,6
Oslo - Blindern;SN18700;19.11.1980;14
Oslo - Blindern;SN18700;20.11.1980;0
Oslo - Blindern;SN18700;21.11.1980;4,9
Oslo - Blindern;SN18700;22.11.1980;0
Oslo - Blindern;SN18700;23.11.1980;1,8
Oslo - Blindern;SN18700;24.11.1980;0,3
Oslo - Blindern;SN18700;25.11.1980;0
Oslo - Blindern;SN18700;26.11.1980;0
Oslo - Blindern;SN18700;27.11.1980;0
Oslo - Blindern;SN18700;28.11.1980;0,2
Oslo - Blindern;SN18700;29.11.1980;0
Oslo - Blindern;SN18700;30.11.1980;0
Oslo - Blindern;SN18700;01.12.1980;0,1
Oslo - Blindern;SN18700;02.12.1980;0
Oslo - Blindern;SN18700;03.12.1980;0
Oslo - Blindern;SN18700;04.12.1980;0
Oslo - Blindern;SN18700;05.12.1980;0
Oslo - Blindern;SN18700;06.12.1980;0
Oslo - Blindern;SN18700;07.12.1980;0
Oslo - Blindern;SN18700;08.12.1980;0
Oslo - Blindern;SN18700;09.12.1980;0
Oslo - Blindern;SN18700;10.12.1980;0,5
Oslo - Blindern;SN18700;11.12.1980;9,6
Oslo - Blindern;SN18700;12.12.1980;0
Oslo - Blindern;SN18700;13.12.1980;0
Oslo - Blindern;SN18700;14.12.1980;0,3
Oslo - Blindern;SN18700;15.12.1980;10
Oslo - Blindern;SN18700;16.12.1980;0,5
Oslo - Blindern;SN18700;17.12.1980;0
Oslo - Blindern;SN18700;18.12.1980;12
Oslo - Blindern;SN18700;19.12.1980;0,5
Oslo - Blindern;SN18700;20.12.1980;3,5
Oslo - Blindern;SN18700;21.12.1980;7,2
Oslo - Blindern;SN18700;22.12.1980;0,9
Oslo - Blindern;SN18700;23.12.1980;4,1
Oslo - Blindern;SN18700;24.12.1980;1,2
Oslo - Blindern;SN18700;25.12.1980;0
Oslo - Blindern;SN18700;26.12.1980;1,4
Oslo - Blindern;SN18700;27.12.1980;0
Oslo - Blindern;SN18700;28.12.1980;0
Oslo - Blindern;SN18700;29.12.1980;0
Oslo - Blindern;SN18700;30.12.1980;0
Oslo - Blindern;SN18700;31.12.1980;0,2
Oslo - Blindern;SN18700;01.01.1981;1
Oslo - Blindern;SN18700;02.01.1981;0
Oslo - Blindern;SN18700;03.01.1981;0
Oslo - Blindern;SN18700;04.01.1981;0
Oslo - Blindern;SN18700;05.01.1981;0,7
Oslo - Blindern;SN18700;06.01.1981;0
Oslo - Blindern;SN18700;07.01.1981;0
Oslo - Blindern;SN18700;08.01.1981;6,4
Oslo - Blindern;SN18700;09.01.1981;0,1
Oslo - Blindern;SN18700;10.01.1981;0
Oslo - Blindern;SN18700;11.01.1981;0
Oslo - Blindern;SN18700;12.01.1981;0
Oslo - Blindern;SN18700;13.01.1981;0
Oslo - Blindern;SN18700;14.01.1981;4,4
Oslo - Blindern;SN18700;15.01.1981;5
Oslo - Blindern;SN18700;16.01.1981;0
Oslo - Blindern;SN18700;17.01.1981;0
Oslo - Blindern;SN18700;18.01.1981;0
Oslo - Blindern;SN18700;19.01.1981;0
Oslo - Blindern;SN18700;20.01.1981;0,1
Oslo - Blindern;SN18700;21.01.1981;0,1
Oslo - Blindern;SN18700;22.01.1981;0,1
Oslo - Blindern;SN18700;23.01.1981;0
Oslo - Blindern;SN18700;24.01.1981;0,2
Oslo - Blindern;SN18700;25.01.1981;0
Oslo - Blindern;SN18700;26.01.1981;0
Oslo - Blindern;SN18700;27.01.1981;0
Oslo - Blindern;SN18700;28.01.1981;0
Oslo - Blindern;SN18700;29.01.1981;0,3
Oslo - Blindern;SN18700;30.01.1981;0,2
Oslo - Blindern;SN18700;31.01.1981;0
Oslo - Blindern;SN18700;01.02.1981;0
Oslo - Blindern;SN18700;02.02.1981;0
Oslo - Blindern;SN18700;03.02.1981;0
Oslo - Blindern;SN18700;04.02.1981;0
Oslo - Blindern;SN18700;05.02.1981;0
Oslo - Blindern;SN18700;06.02.1981;0
Oslo - Blindern;SN18700;07.02.1981;9
Oslo - Blindern;SN18700;08.02.1981;7,5
Oslo - Blindern;SN18700;09.02.1981;0
Oslo - Blindern;SN18700;10.02.1981;0
Oslo - Blindern;SN18700;11.02.1981;0
Oslo - Blindern;SN18700;12.02.1981;0
Oslo - Blindern;SN18700;13.02.1981;0
Oslo - Blindern;SN18700;14.02.1981;1,4
Oslo - Blindern;SN18700;15.02.1981;0
Oslo - Blindern;SN18700;16.02.1981;0
Oslo - Blindern;SN18700;17.02.1981;0
Oslo - Blindern;SN18700;18.02.1981;0
Oslo - Blindern;SN18700;19.02.1981;0
Oslo - Blindern;SN18700;20.02.1981;0
Oslo - Blindern;SN18700;21.02.1981;0
Oslo - Blindern;SN18700;22.02.1981;0
Oslo - Blindern;SN18700;23.02.1981;0
Oslo - Blindern;SN18700;24.02.1981;2,9
Oslo - Blindern;SN18700;25.02.1981;2,1
Oslo - Blindern;SN18700;26.02.1981;0
Oslo - Blindern;SN18700;27.02.1981;0,1
Oslo - Blindern;SN18700;28.02.1981;0,2
Oslo - Blindern;SN18700;01.03.1981;0
Oslo - Blindern;SN18700;02.03.1981;0
Oslo - Blindern;SN18700;03.03.1981;0
Oslo - Blindern;SN18700;04.03.1981;0
Oslo - Blindern;SN18700;05.03.1981;3,4
Oslo - Blindern;SN18700;06.03.1981;0,5
Oslo - Blindern;SN18700;07.03.1981;4,4
Oslo - Blindern;SN18700;08.03.1981;11,1
Oslo - Blindern;SN18700;09.03.1981;4,5
Oslo - Blindern;SN18700;10.03.1981;0
Oslo - Blindern;SN18700;11.03.1981;0
Oslo - Blindern;SN18700;12.03.1981;0
Oslo - Blindern;SN18700;13.03.1981;5
Oslo - Blindern;SN18700;14.03.1981;1,5
Oslo - Blindern;SN18700;15.03.1981;0
Oslo - Blindern;SN18700;16.03.1981;0
Oslo - Blindern;SN18700;17.03.1981;0
Oslo - Blindern;SN18700;18.03.1981;0
Oslo - Blindern;SN18700;19.03.1981;5,6
Oslo - Blindern;SN18700;20.03.1981;0,3
Oslo - Blindern;SN18700;21.03.1981;0
Oslo - Blindern;SN18700;22.03.1981;7,4
Oslo - Blindern;SN18700;23.03.1981;10,3
Oslo - Blindern;SN18700;24.03.1981;4
Oslo - Blindern;SN18700;25.03.1981;0,9
Oslo - Blindern;SN18700;26.03.1981;2,8
Oslo - Blindern;SN18700;27.03.1981;1,9
Oslo - Blindern;SN18700;28.03.1981;0
Oslo - Blindern;SN18700;29.03.1981;0
Oslo - Blindern;SN18700;30.03.1981;0
Oslo - Blindern;SN18700;31.03.1981;0
Oslo - Blindern;SN18700;01.04.1981;0
Oslo - Blindern;SN18700;02.04.1981;0
Oslo - Blindern;SN18700;03.04.1981;0,1
Oslo - Blindern;SN18700;04.04.1981;2,5
Oslo - Blindern;SN18700;05.04.1981;0
Oslo - Blindern;SN18700;06.04.1981;0
Oslo - Blindern;SN18700;07.04.1981;0
Oslo - Blindern;SN18700;08.04.1981;0
Oslo - Blindern;SN18700;09.04.1981;0
Oslo - Blindern;SN18700;10.04.1981;0
Oslo - Blindern;SN18700;11.04.1981;0
Oslo - Blindern;SN18700;12.04.1981;0
Oslo - Blindern;SN18700;13.04.1981;0
Oslo - Blindern;SN18700;14.04.1981;0
Oslo - Blindern;SN18700;15.04.1981;0
Oslo - Blindern;SN18700;16.04.1981;0
Oslo - Blindern;SN18700;17.04.1981;0
Oslo - Blindern;SN18700;18.04.1981;0
Oslo - Blindern;SN18700;19.04.1981;0
Oslo - Blindern;SN18700;20.04.1981;0
Oslo - Blindern;SN18700;21.04.1981;0
Oslo - Blindern;SN18700;22.04.1981;0,1
Oslo - Blindern;SN18700;23.04.1981;0
Oslo - Blindern;SN18700;24.04.1981;0
Oslo - Blindern;SN18700;25.04.1981;0
Oslo - Blindern;SN18700;26.04.1981;0
Oslo - Blindern;SN18700;27.04.1981;0
Oslo - Blindern;SN18700;28.04.1981;0
Oslo - Blindern;SN18700;29.04.1981;0
Oslo - Blindern;SN18700;30.04.1981;8,7
Oslo - Blindern;SN18700;01.05.1981;0,8
Oslo - Blindern;SN18700;02.05.1981;0
Oslo - Blindern;SN18700;03.05.1981;0
Oslo - Blindern;SN18700;04.05.1981;0
Oslo - Blindern;SN18700;05.05.1981;3,7
Oslo - Blindern;SN18700;06.05.1981;0,7
Oslo - Blindern;SN18700;07.05.1981;3,8
Oslo - Blindern;SN18700;08.05.1981;0
Oslo - Blindern;SN18700;09.05.1981;0
Oslo - Blindern;SN18700;10.05.1981;0,3
Oslo - Blindern;SN18700;11.05.1981;0
Oslo - Blindern;SN18700;12.05.1981;0
Oslo - Blindern;SN18700;13.05.1981;0
Oslo - Blindern;SN18700;14.05.1981;0
Oslo - Blindern;SN18700;15.05.1981;0
Oslo - Blindern;SN18700;16.05.1981;0
Oslo - Blindern;SN18700;17.05.1981;0
Oslo - Blindern;SN18700;18.05.1981;0,2
Oslo - Blindern;SN18700;19.05.1981;5,3
Oslo - Blindern;SN18700;20.05.1981;0,5
Oslo - Blindern;SN18700;21.05.1981;0
Oslo - Blindern;SN18700;22.05.1981;0
Oslo - Blindern;SN18700;23.05.1981;0
Oslo - Blindern;SN18700;24.05.1981;10,1
Oslo - Blindern;SN18700;25.05.1981;13,8
Oslo - Blindern;SN18700;26.05.1981;7
Oslo - Blindern;SN18700;27.05.1981;0,2
Oslo - Blindern;SN18700;28.05.1981;18,1
Oslo - Blindern;SN18700;29.05.1981;3,7
Oslo - Blindern;SN18700;30.05.1981;0
Oslo - Blindern;SN18700;31.05.1981;0
Oslo - Blindern;SN18700;01.06.1981;0
Oslo - Blindern;SN18700;02.06.1981;3,2
Oslo - Blindern;SN18700;03.06.1981;0
Oslo - Blindern;SN18700;04.06.1981;2,8
Oslo - Blindern;SN18700;05.06.1981;0
Oslo - Blindern;SN18700;06.06.1981;0
Oslo - Blindern;SN18700;07.06.1981;3,3
Oslo - Blindern;SN18700;08.06.1981;13,2
Oslo - Blindern;SN18700;09.06.1981;6,8
Oslo - Blindern;SN18700;10.06.1981;0
Oslo - Blindern;SN18700;11.06.1981;1
Oslo - Blindern;SN18700;12.06.1981;15,6
Oslo - Blindern;SN18700;13.06.1981;8
Oslo - Blindern;SN18700;14.06.1981;0
Oslo - Blindern;SN18700;15.06.1981;2
Oslo - Blindern;SN18700;16.06.1981;4,7
Oslo - Blindern;SN18700;17.06.1981;9
Oslo - Blindern;SN18700;18.06.1981;0,1
Oslo - Blindern;SN18700;19.06.1981;0
Oslo - Blindern;SN18700;20.06.1981;4,6
Oslo - Blindern;SN18700;21.06.1981;0,1
Oslo - Blindern;SN18700;22.06.1981;0
Oslo - Blindern;SN18700;23.06.1981;0
Oslo - Blindern;SN18700;24.06.1981;0
Oslo - Blindern;SN18700;25.06.1981;0
Oslo - Blindern;SN18700;26.06.1981;0,2
Oslo - Blindern;SN18700;27.06.1981;0
Oslo - Blindern;SN18700;28.06.1981;17,4
Oslo - Blindern;SN18700;29.06.1981;0,2
Oslo - Blindern;SN18700;30.06.1981;1,6
Oslo - Blindern;SN18700;01.07.1981;3,7
Oslo - Blindern;SN18700;02.07.1981;2,1
Oslo - Blindern;SN18700;03.07.1981;0,3
Oslo - Blindern;SN18700;04.07.1981;14,6
Oslo - Blindern;SN18700;05.07.1981;0,1
Oslo - Blindern;SN18700;06.07.1981;0
Oslo - Blindern;SN18700;07.07.1981;0
Oslo - Blindern;SN18700;08.07.1981;0
Oslo - Blindern;SN18700;09.07.1981;0
Oslo - Blindern;SN18700;10.07.1981;0
Oslo - Blindern;SN18700;11.07.1981;0
Oslo - Blindern;SN18700;12.07.1981;0
Oslo - Blindern;SN18700;13.07.1981;19,4
Oslo - Blindern;SN18700;14.07.1981;0,2
Oslo - Blindern;SN18700;15.07.1981;9
Oslo - Blindern;SN18700;16.07.1981;0,2
Oslo - Blindern;SN18700;17.07.1981;3
Oslo - Blindern;SN18700;18.07.1981;1,9
Oslo - Blindern;SN18700;19.07.1981;0
Oslo - Blindern;SN18700;20.07.1981;0
Oslo - Blindern;SN18700;21.07.1981;0
Oslo - Blindern;SN18700;22.07.1981;0
Oslo - Blindern;SN18700;23.07.1981;0,3
Oslo - Blindern;SN18700;24.07.1981;4,9
Oslo - Blindern;SN18700;25.07.1981;4,2
Oslo - Blindern;SN18700;26.07.1981;4
Oslo - Blindern;SN18700;27.07.1981;36,3
Oslo - Blindern;SN18700;28.07.1981;0,2
Oslo - Blindern;SN18700;29.07.1981;0,3
Oslo - Blindern;SN18700;30.07.1981;2,5
Oslo - Blindern;SN18700;31.07.1981;0,1
Oslo - Blindern;SN18700;01.08.1981;0
Oslo - Blindern;SN18700;02.08.1981;0
Oslo - Blindern;SN18700;03.08.1981;0
Oslo - Blindern;SN18700;04.08.1981;0,6
Oslo - Blindern;SN18700;05.08.1981;0,1
Oslo - Blindern;SN18700;06.08.1981;0
Oslo - Blindern;SN18700;07.08.1981;0
Oslo - Blindern;SN18700;08.08.1981;0
Oslo - Blindern;SN18700;09.08.1981;0
Oslo - Blindern;SN18700;10.08.1981;0
Oslo - Blindern;SN18700;11.08.1981;0,1
Oslo - Blindern;SN18700;12.08.1981;0
Oslo - Blindern;SN18700;13.08.1981;0
Oslo - Blindern;SN18700;14.08.1981;0,1
Oslo - Blindern;SN18700;15.08.1981;0,7
Oslo - Blindern;SN18700;16.08.1981;0
Oslo - Blindern;SN18700;17.08.1981;0
Oslo - Blindern;SN18700;18.08.1981;0
Oslo - Blindern;SN18700;19.08.1981;0
Oslo - Blindern;SN18700;20.08.1981;0
Oslo - Blindern;SN18700;21.08.1981;2,6
Oslo - Blindern;SN18700;22.08.1981;0,1
Oslo - Blindern;SN18700;23.08.1981;8
Oslo - Blindern;SN18700;24.08.1981;0
Oslo - Blindern;SN18700;25.08.1981;0
Oslo - Blindern;SN18700;26.08.1981;0
Oslo - Blindern;SN18700;27.08.1981;0
Oslo - Blindern;SN18700;28.08.1981;0
Oslo - Blindern;SN18700;29.08.1981;0
Oslo - Blindern;SN18700;30.08.1981;0
Oslo - Blindern;SN18700;31.08.1981;0,1
Oslo - Blindern;SN18700;01.09.1981;0
Oslo - Blindern;SN18700;02.09.1981;0
Oslo - Blindern;SN18700;03.09.1981;0
Oslo - Blindern;SN18700;04.09.1981;0
Oslo - Blindern;SN18700;05.09.1981;0
Oslo - Blindern;SN18700;06.09.1981;0
Oslo - Blindern;SN18700;07.09.1981;0
Oslo - Blindern;SN18700;08.09.1981;0
Oslo - Blindern;SN18700;09.09.1981;0
Oslo - Blindern;SN18700;10.09.1981;0
Oslo - Blindern;SN18700;11.09.1981;0
Oslo - Blindern;SN18700;12.09.1981;0
Oslo - Blindern;SN18700;13.09.1981;0
Oslo - Blindern;SN18700;14.09.1981;0
Oslo - Blindern;SN18700;15.09.1981;0
Oslo - Blindern;SN18700;16.09.1981;2,4
Oslo - Blindern;SN18700;17.09.1981;2,5
Oslo - Blindern;SN18700;18.09.1981;0,5
Oslo - Blindern;SN18700;19.09.1981;0
Oslo - Blindern;SN18700;20.09.1981;0,1
Oslo - Blindern;SN18700;21.09.1981;9,6
Oslo - Blindern;SN18700;22.09.1981;38,2
Oslo - Blindern;SN18700;23.09.1981;0
Oslo - Blindern;SN18700;24.09.1981;0,6
Oslo - Blindern;SN18700;25.09.1981;11,6
Oslo - Blindern;SN18700;26.09.1981;3
Oslo - Blindern;SN18700;27.09.1981;0,7
Oslo - Blindern;SN18700;28.09.1981;3,3
Oslo - Blindern;SN18700;29.09.1981;0
Oslo - Blindern;SN18700;30.09.1981;1,4
Oslo - Blindern;SN18700;01.10.1981;6,2
Oslo - Blindern;SN18700;02.10.1981;11,5
Oslo - Blindern;SN18700;03.10.1981;0,4
Oslo - Blindern;SN18700;04.10.1981;8,5
Oslo - Blindern;SN18700;05.10.1981;5,6
Oslo - Blindern;SN18700;06.10.1981;0
Oslo - Blindern;SN18700;07.10.1981;2,1
Oslo - Blindern;SN18700;08.10.1981;2
Oslo - Blindern;SN18700;09.10.1981;0
Oslo - Blindern;SN18700;10.10.1981;14,4
Oslo - Blindern;SN18700;11.10.1981;12,7
Oslo - Blindern;SN18700;12.10.1981;0
Oslo - Blindern;SN18700;13.10.1981;5,2
Oslo - Blindern;SN18700;14.10.1981;0
Oslo - Blindern;SN18700;15.10.1981;0
Oslo - Blindern;SN18700;16.10.1981;0
Oslo - Blindern;SN18700;17.10.1981;0
Oslo - Blindern;SN18700;18.10.1981;0
Oslo - Blindern;SN18700;19.10.1981;0
Oslo - Blindern;SN18700;20.10.1981;9,9
Oslo - Blindern;SN18700;21.10.1981;0
Oslo - Blindern;SN18700;22.10.1981;0
Oslo - Blindern;SN18700;23.10.1981;0
Oslo - Blindern;SN18700;24.10.1981;0
Oslo - Blindern;SN18700;25.10.1981;0
Oslo - Blindern;SN18700;26.10.1981;0,2
Oslo - Blindern;SN18700;27.10.1981;0
Oslo - Blindern;SN18700;28.10.1981;5,3
Oslo - Blindern;SN18700;29.10.1981;0,3
Oslo - Blindern;SN18700;30.10.1981;3,2
Oslo - Blindern;SN18700;31.10.1981;0
Oslo - Blindern;SN18700;01.11.1981;0
Oslo - Blindern;SN18700;02.11.1981;8,1
Oslo - Blindern;SN18700;03.11.1981;11,9
Oslo - Blindern;SN18700;04.11.1981;10,8
Oslo - Blindern;SN18700;05.11.1981;0
Oslo - Blindern;SN18700;06.11.1981;0
Oslo - Blindern;SN18700;07.11.1981;0
Oslo - Blindern;SN18700;08.11.1981;0
Oslo - Blindern;SN18700;09.11.1981;0
Oslo - Blindern;SN18700;10.11.1981;0
Oslo - Blindern;SN18700;11.11.1981;5,2
Oslo - Blindern;SN18700;12.11.1981;0,2
Oslo - Blindern;SN18700;13.11.1981;0
Oslo - Blindern;SN18700;14.11.1981;0
Oslo - Blindern;SN18700;15.11.1981;0
Oslo - Blindern;SN18700;16.11.1981;0
Oslo - Blindern;SN18700;17.11.1981;12,6
Oslo - Blindern;SN18700;18.11.1981;19,5
Oslo - Blindern;SN18700;19.11.1981;0,5
Oslo - Blindern;SN18700;20.11.1981;0
Oslo - Blindern;SN18700;21.11.1981;9,9
Oslo - Blindern;SN18700;22.11.1981;0
Oslo - Blindern;SN18700;23.11.1981;6,4
Oslo - Blindern;SN18700;24.11.1981;11,9
Oslo - Blindern;SN18700;25.11.1981;0,4
Oslo - Blindern;SN18700;26.11.1981;0
Oslo - Blindern;SN18700;27.11.1981;3,5
Oslo - Blindern;SN18700;28.11.1981;9,2
Oslo - Blindern;SN18700;29.11.1981;1,5
Oslo - Blindern;SN18700;30.11.1981;3,7
Oslo - Blindern;SN18700;01.12.1981;0
Oslo - Blindern;SN18700;02.12.1981;0
Oslo - Blindern;SN18700;03.12.1981;0,2
Oslo - Blindern;SN18700;04.12.1981;0
Oslo - Blindern;SN18700;05.12.1981;0,2
Oslo - Blindern;SN18700;06.12.1981;0
Oslo - Blindern;SN18700;07.12.1981;0
Oslo - Blindern;SN18700;08.12.1981;0
Oslo - Blindern;SN18700;09.12.1981;0,1
Oslo - Blindern;SN18700;10.12.1981;1,2
Oslo - Blindern;SN18700;11.12.1981;3,4
Oslo - Blindern;SN18700;12.12.1981;0,6
Oslo - Blindern;SN18700;13.12.1981;0
Oslo - Blindern;SN18700;14.12.1981;0
Oslo - Blindern;SN18700;15.12.1981;0
Oslo - Blindern;SN18700;16.12.1981;0
Oslo - Blindern;SN18700;17.12.1981;0
Oslo - Blindern;SN18700;18.12.1981;0,9
Oslo - Blindern;SN18700;19.12.1981;7,2
Oslo - Blindern;SN18700;20.12.1981;0
Oslo - Blindern;SN18700;21.12.1981;0
Oslo - Blindern;SN18700;22.12.1981;0,1
Oslo - Blindern;SN18700;23.12.1981;2,8
Oslo - Blindern;SN18700;24.12.1981;10,3
Oslo - Blindern;SN18700;25.12.1981;4,4
Oslo - Blindern;SN18700;26.12.1981;0
Oslo - Blindern;SN18700;27.12.1981;0
Oslo - Blindern;SN18700;28.12.1981;0,4
Oslo - Blindern;SN18700;29.12.1981;0,3
Oslo - Blindern;SN18700;30.12.1981;1,9
Oslo - Blindern;SN18700;31.12.1981;3
Oslo - Blindern;SN18700;01.01.1982;0
Oslo - Blindern;SN18700;02.01.1982;2,1
Oslo - Blindern;SN18700;03.01.1982;5,7
Oslo - Blindern;SN18700;04.01.1982;1,2
Oslo - Blindern;SN18700;05.01.1982;0
Oslo - Blindern;SN18700;06.01.1982;0
Oslo - Blindern;SN18700;07.01.1982;0
Oslo - Blindern;SN18700;08.01.1982;0
Oslo - Blindern;SN18700;09.01.1982;0
Oslo - Blindern;SN18700;10.01.1982;0
Oslo - Blindern;SN18700;11.01.1982;0
Oslo - Blindern;SN18700;12.01.1982;0
Oslo - Blindern;SN18700;13.01.1982;0
Oslo - Blindern;SN18700;14.01.1982;0
Oslo - Blindern;SN18700;15.01.1982;0
Oslo - Blindern;SN18700;16.01.1982;0,3
Oslo - Blindern;SN18700;17.01.1982;0
Oslo - Blindern;SN18700;18.01.1982;0
Oslo - Blindern;SN18700;19.01.1982;0
Oslo - Blindern;SN18700;20.01.1982;0
Oslo - Blindern;SN18700;21.01.1982;0
Oslo - Blindern;SN18700;22.01.1982;1,3
Oslo - Blindern;SN18700;23.01.1982;2,2
Oslo - Blindern;SN18700;24.01.1982;0,5
Oslo - Blindern;SN18700;25.01.1982;0
Oslo - Blindern;SN18700;26.01.1982;0
Oslo - Blindern;SN18700;27.01.1982;1,1
Oslo - Blindern;SN18700;28.01.1982;0
Oslo - Blindern;SN18700;29.01.1982;8,3
Oslo - Blindern;SN18700;30.01.1982;4
Oslo - Blindern;SN18700;31.01.1982;0
Oslo - Blindern;SN18700;01.02.1982;0
Oslo - Blindern;SN18700;02.02.1982;0
Oslo - Blindern;SN18700;03.02.1982;0
Oslo - Blindern;SN18700;04.02.1982;0
Oslo - Blindern;SN18700;05.02.1982;0
Oslo - Blindern;SN18700;06.02.1982;5,2
Oslo - Blindern;SN18700;07.02.1982;7,7
Oslo - Blindern;SN18700;08.02.1982;0
Oslo - Blindern;SN18700;09.02.1982;3,3
Oslo - Blindern;SN18700;10.02.1982;4,2
Oslo - Blindern;SN18700;11.02.1982;0,9
Oslo - Blindern;SN18700;12.02.1982;4,9
Oslo - Blindern;SN18700;13.02.1982;0,1
Oslo - Blindern;SN18700;14.02.1982;2
Oslo - Blindern;SN18700;15.02.1982;4,2
Oslo - Blindern;SN18700;16.02.1982;0
Oslo - Blindern;SN18700;17.02.1982;0
Oslo - Blindern;SN18700;18.02.1982;0
Oslo - Blindern;SN18700;19.02.1982;0
Oslo - Blindern;SN18700;20.02.1982;0
Oslo - Blindern;SN18700;21.02.1982;0
Oslo - Blindern;SN18700;22.02.1982;0
Oslo - Blindern;SN18700;23.02.1982;0,1
Oslo - Blindern;SN18700;24.02.1982;0
Oslo - Blindern;SN18700;25.02.1982;0
Oslo - Blindern;SN18700;26.02.1982;0
Oslo - Blindern;SN18700;27.02.1982;0,2
Oslo - Blindern;SN18700;28.02.1982;1,5
Oslo - Blindern;SN18700;01.03.1982;6,7
Oslo - Blindern;SN18700;02.03.1982;6,2
Oslo - Blindern;SN18700;03.03.1982;0
Oslo - Blindern;SN18700;04.03.1982;11,2
Oslo - Blindern;SN18700;05.03.1982;0
Oslo - Blindern;SN18700;06.03.1982;0
Oslo - Blindern;SN18700;07.03.1982;0
Oslo - Blindern;SN18700;08.03.1982;0
Oslo - Blindern;SN18700;09.03.1982;0
Oslo - Blindern;SN18700;10.03.1982;0
Oslo - Blindern;SN18700;11.03.1982;5,1
Oslo - Blindern;SN18700;12.03.1982;5,9
Oslo - Blindern;SN18700;13.03.1982;2,5
Oslo - Blindern;SN18700;14.03.1982;1,3
Oslo - Blindern;SN18700;15.03.1982;8,1
Oslo - Blindern;SN18700;16.03.1982;6,3
Oslo - Blindern;SN18700;17.03.1982;3,9
Oslo - Blindern;SN18700;18.03.1982;7,6
Oslo - Blindern;SN18700;19.03.1982;7,6
Oslo - Blindern;SN18700;20.03.1982;3,6
Oslo - Blindern;SN18700;21.03.1982;3,1
Oslo - Blindern;SN18700;22.03.1982;6
